"id_user";"id_movie";"global";"rate"
b'ur4514071';"tt2548396";5.6;1.0
"ur7053879";"tt2548396";5.6;1.0
"ur6463416";"tt2548396";5.6;1.0
"ur6686263";"tt2548396";5.6;1.0
"ur6174577";"tt2548396";5.6;1.0
"ur8072396";"tt2548396";5.6;1.0
"ur3069760";"tt1590193";6.3;6.0
"ur6849139";"tt1590193";6.3;6.0
"ur1683343";"tt1590193";6.3;6.0
"ur3917931";"tt1590193";6.3;6.0
b'ur2602889';"tt1590193";6.3;6.0
"ur2942904";"tt1590193";6.3;6.0
"ur1057207";"tt1590193";6.3;6.0
"ur8259867";"tt1590193";6.3;6.0
b'ur2385865';b'tt2557478';5.6;3
b'ur2385865';"tt1590193";6.3;6.0
b'ur4920856';b'tt1677720';7.5;9
b'ur4920856';b'tt1517451';7.8;10
b'ur4920856';b'tt4123430';6.7;4
b'ur4920856';b'tt7668870';7.7;9
b'ur4920856';"tt1590193";6.3;6.0
"ur0191626";"tt1590193";6.3;6.0
"ur4867567";"tt1590193";6.3;6.0
"ur7372854";"tt1590193";6.3;6.0
b'ur2488512';b'tt6644200';7.6;6
b'ur2488512';b'tt2231461';6.1;7
b'ur2488512';b'tt6499752';7.6;9
b'ur2488512';b'tt5052474';7.1;7
b'ur2488512';b'tt5814060';5.4;3
b'ur2488512';"tt1590193";6.3;6.0
"ur4572033";"tt1590193";6.3;6.0
b'ur1452587';"tt1590193";6.3;6.0
"ur6621798";"tt1590193";6.3;6.0
b'ur2263198';b'tt5104604';7.9;9
b'ur2263198';"tt1590193";6.3;6.0
b'ur1391596';b'tt2704998';7;8
b'ur1391596';"tt1590193";6.3;6.0
"ur7256799";"tt1590193";6.3;6.0
"ur6028725";"tt1590193";6.3;6.0
"ur2428976";"tt1590193";6.3;6.0
"ur4063561";"tt1590193";6.3;6.0
"ur1500643";"tt1590193";6.3;6.0
b'ur1897065';b'tt5814060';5.4;3
b'ur1897065';"tt1590193";6.3;6.0
"ur2510062";"tt2854926";6.6;8.0
"ur5083582";"tt2854926";6.6;8.0
"ur6077350";"tt2854926";6.6;8.0
b'ur5759072';b'tt4154756';8.5;10
b'ur5759072';b'tt5463162';7.8;9
b'ur5759072';b'tt1677720';7.5;9
b'ur5759072';b'tt6644200';7.6;6
b'ur5759072';b'tt1270797';6.8;9
b'ur5759072';b'tt2798920';6.9;8
b'ur5759072';b'tt5095030';7.1;4
b'ur5759072';b'tt1365519';6.3;3
b'ur5759072';b'tt2231461';6.1;7
b'ur5759072';b'tt7668870';7.7;9
b'ur5759072';b'tt9495224';7.3;9
b'ur5759072';b'tt5814060';5.4;3
b'ur5759072';"tt2854926";6.6;8.0
b'ur5366079';b'tt1677720';7.5;9
b'ur5366079';b'tt4912910';7.8;10
b'ur5366079';b'tt1213641';7.4;8
b'ur5366079';b'tt5052474';7.1;7
b'ur5366079';b'tt7668870';7.7;9
b'ur5366079';"tt2854926";6.6;8.0
"ur2055275";"tt2854926";6.6;8.0
"ur4375485";"tt2854926";6.6;8.0
"ur5479849";"tt2854926";6.6;8.0
"ur6205653";"tt2854926";6.6;8.0
"ur9118000";"tt2854926";6.6;8.0
b'ur6385739';b'tt5463162';7.8;9
b'ur6385739';b'tt3778644';7;7
b'ur6385739';"tt2854926";6.6;8.0
b'ur4830809';b'tt3766354';6.7;9
b'ur4830809';"tt2854926";6.6;8.0
"ur7005428";"tt2854926";6.6;8.0
b'ur0715971';"tt2854926";6.6;8.0
"ur6104493";"tt2854926";6.6;8.0
b'ur5883383';b'tt1825683';7.3;5
b'ur5883383';"tt2854926";6.6;8.0
"ur3167600";"tt2854926";6.6;8.0
"ur2436527";"tt2854926";6.6;8.0
"ur9460465";"tt2854926";6.6;8.0
b'ur8462477';b'tt2704998';7;8
b'ur8462477';b'tt5164214';6.2;1
b'ur8462477';"tt2854926";6.6;8.0
b'ur0088149';"tt2854926";6.6;8.0
"ur6826544";"tt2854926";6.6;8.0
"ur5045514";"tt2854926";6.6;8.0
"ur5757167";"tt2854926";6.6;8.0
b'ur2682080';b'tt1677720';7.5;9
b'ur2682080';b'tt2704998';7;8
b'ur2682080';b'tt5104604';7.9;9
b'ur2682080';"tt2854926";6.6;8.0
"ur2339196";"tt5164432";7.6;10.0
"ur9008001";"tt5164432";7.6;10.0
"ur6630081";"tt5164432";7.6;10.0
"ur6778031";"tt5164432";7.6;10.0
b'ur8682720';"tt5164432";7.6;10.0
"ur1483053";"tt5164432";7.6;10.0
"ur3270108";"tt5164432";7.6;10.0
"ur8597768";"tt5164432";7.6;10.0
"ur4838021";"tt5164432";7.6;10.0
"ur4935905";"tt5164432";7.6;10.0
"ur2252972";"tt5164432";7.6;10.0
"ur3479723";"tt5164432";7.6;10.0
"ur5552955";"tt5164432";7.6;10.0
"ur5336346";"tt5164432";7.6;10.0
"ur2714425";"tt5164432";7.6;10.0
"ur8641860";"tt5164432";7.6;10.0
b'ur5810602';"tt5164432";7.6;10.0
"ur7284796";"tt5164432";7.6;10.0
"ur7998697";"tt5164432";7.6;10.0
"ur7790127";"tt5164432";7.6;10.0
"ur5708330";"tt5164432";7.6;10.0
"ur1090292";"tt5164432";7.6;10.0
"ur6594454";"tt5164432";7.6;10.0
"ur0609951";"tt5164432";7.6;10.0
"ur3211030";"tt5164432";7.6;10.0
b'ur4154593';b'tt1727824';8.1;10
b'ur4154593';"tt7040874";6.9;6.0
"ur8650525";"tt7040874";6.9;6.0
"ur4987184";"tt7040874";6.9;6.0
b'ur2949688';b'tt6499752';7.6;9
b'ur2949688';"tt7040874";6.9;6.0
"ur2318863";"tt7040874";6.9;6.0
"ur2700612";"tt7040874";6.9;6.0
"ur2554960";"tt7040874";6.9;6.0
"ur6015144";"tt7040874";6.9;6.0
"ur1636860";"tt7040874";6.9;6.0
"ur2805460";"tt7040874";6.9;6.0
b'ur0806494';"tt7040874";6.9;6.0
"ur2804233";"tt7040874";6.9;6.0
"ur1989058";"tt7040874";6.9;6.0
"ur8374144";"tt7040874";6.9;6.0
"ur3335357";"tt7040874";6.9;6.0
"ur9295741";"tt7040874";6.9;6.0
"ur9327788";"tt7040874";6.9;6.0
"ur3738496";"tt7040874";6.9;6.0
b'ur2309188';b'tt2798920';6.9;8
b'ur2309188';"tt7040874";6.9;6.0
"ur7150233";"tt7040874";6.9;6.0
b'ur2964064';b'tt3766354';6.7;9
b'ur2964064';"tt7040874";6.9;6.0
"ur4246084";"tt7040874";6.9;6.0
"ur2965840";"tt7040874";6.9;6.0
"ur8847953";"tt7040874";6.9;6.0
"ur9246264";"tt7040874";6.9;6.0
"ur9145939";"tt6628394";7.1;8.0
"ur6520536";"tt6628394";7.1;8.0
b'ur1897065';b'tt5814060';5.4;3
b'ur1897065';b'tt1590193';6.3;6
b'ur1897065';"tt6628394";7.1;8.0
b'ur5930465';b'tt1502407';6.7;8
b'ur5930465';"tt6628394";7.1;8.0
"ur8130634";"tt6628394";7.1;8.0
"ur4093781";"tt6628394";7.1;8.0
b'ur6510642';b'tt6823368';6.9;10
b'ur6510642';"tt6628394";7.1;8.0
"ur8038701";"tt6628394";7.1;8.0
b'ur8326937';b'tt6499752';7.6;9
b'ur8326937';"tt6628394";7.1;8.0
b'ur4733794';b'tt7668870';7.7;9
b'ur4733794';"tt6628394";7.1;8.0
"ur3492062";"tt6628394";7.1;8.0
"ur9402074";"tt6628394";7.1;8.0
"ur2569297";"tt6628394";7.1;8.0
"ur7269123";"tt6628394";7.1;8.0
"ur2327580";"tt6628394";7.1;8.0
"ur6018474";"tt6628394";7.1;8.0
"ur7597311";"tt6628394";7.1;8.0
"ur3694919";"tt6628394";7.1;8.0
"ur2826076";"tt6628394";7.1;8.0
"ur9221337";"tt6628394";7.1;8.0
"ur9874833";"tt6628394";7.1;8.0
"ur5947326";"tt6628394";7.1;8.0
"ur6499019";"tt6628394";7.1;8.0
"ur2417082";"tt6628394";7.1;8.0
"ur3019234";"tt6628394";7.1;8.0
"ur9710338";"tt4701182";6.9;2.0
"ur9680843";"tt4701182";6.9;2.0
"ur9718782";"tt4701182";6.9;2.0
"ur8595092";"tt4701182";6.9;2.0
"ur5433162";"tt4701182";6.9;2.0
"ur9704204";"tt4701182";6.9;2.0
"ur4529042";"tt4701182";6.9;2.0
"ur5522900";"tt4701182";6.9;2.0
"ur5134577";"tt4701182";6.9;2.0
"ur9642510";"tt4701182";6.9;2.0
b'ur8503729';"tt4701182";6.9;2.0
"ur7861526";"tt4701182";6.9;2.0
b'ur5534404';"tt4701182";6.9;2.0
"ur8487127";"tt4701182";6.9;2.0
b'ur6479841';b'tt5095030';7.1;4
b'ur6479841';b'tt2737304';6.6;6
b'ur6479841';b'tt6966692';8.3;8
b'ur6479841';b'tt1365519';6.3;3
b'ur6479841';b'tt2231461';6.1;7
b'ur6479841';b'tt4779682';5.7;5
b'ur6479841';b'tt6823368';6.9;10
b'ur6479841';b'tt4500922';6.2;5
b'ur6479841';"tt4701182";6.9;2.0
"ur2551053";"tt4701182";6.9;2.0
"ur9800479";"tt4701182";6.9;2.0
"ur2685228";"tt4701182";6.9;2.0
"ur5752173";"tt4701182";6.9;2.0
"ur5439017";"tt4701182";6.9;2.0
b'ur2488512';b'tt6644200';7.6;6
b'ur2488512';b'tt2231461';6.1;7
b'ur2488512';b'tt6499752';7.6;9
b'ur2488512';b'tt5052474';7.1;7
b'ur2488512';b'tt5814060';5.4;3
b'ur2488512';b'tt1590193';6.3;6
b'ur2488512';"tt4701182";6.9;2.0
"ur9701152";"tt4701182";6.9;2.0
"ur2541582";"tt4701182";6.9;2.0
b'ur9213994';b'tt1213641';7.4;8
b'ur9213994';b'tt6823368';6.9;10
b'ur9213994';b'tt7668870';7.7;9
b'ur9213994';b'tt1502407';6.7;8
b'ur9213994';b'tt0437086';7.6;9
b'ur9213994';"tt4701182";6.9;2.0
"ur7668338";"tt4701182";6.9;2.0
"ur4123939";"tt5758778";5.8;7.0
b'ur5366079';b'tt1677720';7.5;9
b'ur5366079';b'tt4912910';7.8;10
b'ur5366079';b'tt1213641';7.4;8
b'ur5366079';b'tt5052474';7.1;7
b'ur5366079';b'tt7668870';7.7;9
b'ur5366079';b'tt2854926';6.6;8
b'ur5366079';"tt5758778";5.8;7.0
b'ur1219325';"tt5758778";5.8;7.0
b'ur3793011';b'tt1365519';6.3;3
b'ur3793011';b'tt7784604';7.3;10
b'ur3793011';b'tt7349662';7.5;8
b'ur3793011';b'tt6499752';7.6;9
b'ur3793011';b'tt5814060';5.4;3
b'ur3793011';"tt5758778";5.8;7.0
"ur4007187";"tt5758778";5.8;7.0
b'ur4062408';"tt5758778";5.8;7.0
b'ur8125926';b'tt2873282';6.6;9
b'ur8125926';"tt5758778";5.8;7.0
b'ur3566923';b'tt1502407';6.7;8
b'ur3566923';"tt5758778";5.8;7.0
"ur6016890";"tt5758778";5.8;7.0
b'ur5759072';b'tt4154756';8.5;10
b'ur5759072';b'tt5463162';7.8;9
b'ur5759072';b'tt1677720';7.5;9
b'ur5759072';b'tt6644200';7.6;6
b'ur5759072';b'tt1270797';6.8;9
b'ur5759072';b'tt2798920';6.9;8
b'ur5759072';b'tt5095030';7.1;4
b'ur5759072';b'tt1365519';6.3;3
b'ur5759072';b'tt2231461';6.1;7
b'ur5759072';b'tt7668870';7.7;9
b'ur5759072';b'tt9495224';7.3;9
b'ur5759072';b'tt5814060';5.4;3
b'ur5759072';b'tt2854926';6.6;8
b'ur5759072';"tt5758778";5.8;7.0
b'ur2258786';b'tt3829266';5.4;2
b'ur2258786';"tt5758778";5.8;7.0
"ur2509460";"tt5758778";5.8;7.0
b'ur6385739';b'tt5463162';7.8;9
b'ur6385739';b'tt3778644';7;7
b'ur6385739';b'tt2854926';6.6;8
b'ur6385739';"tt5758778";5.8;7.0
"ur5291660";"tt5758778";5.8;7.0
"ur8391621";"tt5758778";5.8;7.0
b'ur3613088';"tt5758778";5.8;7.0
"ur4510068";"tt5758778";5.8;7.0
b'ur2488512';b'tt6644200';7.6;6
b'ur2488512';b'tt2231461';6.1;7
b'ur2488512';b'tt6499752';7.6;9
b'ur2488512';b'tt5052474';7.1;7
b'ur2488512';b'tt5814060';5.4;3
b'ur2488512';b'tt1590193';6.3;6
b'ur2488512';b'tt4701182';6.9;2
b'ur2488512';"tt5758778";5.8;7.0
"ur6707367";"tt5758778";5.8;7.0
"ur8511968";"tt5758778";5.8;7.0
b'ur6063915';"tt5758778";5.8;7.0
"ur8399700";"tt5758778";5.8;7.0
"ur8665401";"tt5758778";5.8;7.0
b'ur1606763';"tt5758778";5.8;7.0
"ur8839646";"tt5758778";5.8;7.0
b'ur1514833';b'tt6966692';8.3;8
b'ur1514833';"tt5848272";7.1;5.0
b'ur6050191';b'tt4912910';7.8;10
b'ur6050191';"tt5848272";7.1;5.0
"ur9560497";"tt5848272";7.1;5.0
b'ur2582239';"tt5848272";7.1;5.0
"ur3411675";"tt5848272";7.1;5.0
"ur9572093";"tt5848272";7.1;5.0
"ur3527178";"tt5848272";7.1;5.0
"ur5807891";"tt5848272";7.1;5.0
"ur2973728";"tt5848272";7.1;5.0
"ur9563271";"tt5848272";7.1;5.0
"ur9567225";"tt5848272";7.1;5.0
"ur6319241";"tt5848272";7.1;5.0
"ur6583412";"tt5848272";7.1;5.0
"ur8059152";"tt5848272";7.1;5.0
"ur9603278";"tt5848272";7.1;5.0
"ur9557647";"tt5848272";7.1;5.0
"ur6813439";"tt5848272";7.1;5.0
"ur1966690";"tt5848272";7.1;5.0
b'ur5750860';b'tt2231461';6.1;7
b'ur5750860';"tt5848272";7.1;5.0
"ur9627443";"tt5848272";7.1;5.0
"ur9499120";"tt5848272";7.1;5.0
"ur5682509";"tt5848272";7.1;5.0
"ur9559491";"tt5848272";7.1;5.0
"ur7205152";"tt5848272";7.1;5.0
"ur7835032";"tt5848272";7.1;5.0
"ur1681715";"tt1259528";7.0;7.0
"ur2366101";"tt1259528";7.0;7.0
"ur3866280";"tt1259528";7.0;7.0
b'ur1897065';b'tt5814060';5.4;3
b'ur1897065';b'tt1590193';6.3;6
b'ur1897065';b'tt6628394';7.1;8
b'ur1897065';"tt1259528";7.0;7.0
b'ur0453068';"tt1259528";7.0;7.0
"ur1564873";"tt1259528";7.0;7.0
b'ur3917931';b'tt1590193';6.3;6
b'ur3917931';"tt1259528";7.0;7.0
b'ur6479841';b'tt5095030';7.1;4
b'ur6479841';b'tt2737304';6.6;6
b'ur6479841';b'tt6966692';8.3;8
b'ur6479841';b'tt1365519';6.3;3
b'ur6479841';b'tt2231461';6.1;7
b'ur6479841';b'tt4779682';5.7;5
b'ur6479841';b'tt6823368';6.9;10
b'ur6479841';b'tt4500922';6.2;5
b'ur6479841';b'tt4701182';6.9;2
b'ur6479841';"tt1259528";7.0;7.0
b'ur8462477';b'tt2704998';7;8
b'ur8462477';b'tt5164214';6.2;1
b'ur8462477';b'tt2854926';6.6;8
b'ur8462477';"tt1259528";7.0;7.0
"ur4133540";"tt1259528";7.0;7.0
"ur3270948";"tt1259528";7.0;7.0
b'ur6848308';b'tt1727824';8.1;10
b'ur6848308';"tt1259528";7.0;7.0
b'ur3217850';"tt1259528";7.0;7.0
"ur2799485";"tt1259528";7.0;7.0
"ur1608368";"tt1259528";7.0;7.0
"ur2248716";"tt1259528";7.0;7.0
"ur8233827";"tt1259528";7.0;7.0
"ur6170031";"tt1259528";7.0;7.0
b'ur2488512';b'tt6644200';7.6;6
b'ur2488512';b'tt2231461';6.1;7
b'ur2488512';b'tt6499752';7.6;9
b'ur2488512';b'tt5052474';7.1;7
b'ur2488512';b'tt5814060';5.4;3
b'ur2488512';b'tt1590193';6.3;6
b'ur2488512';b'tt4701182';6.9;2
b'ur2488512';b'tt5758778';5.8;7
b'ur2488512';"tt1259528";7.0;7.0
"ur9512500";"tt1259528";7.0;7.0
b'ur3427047';"tt1259528";7.0;7.0
"ur8005474";"tt1259528";7.0;7.0
"ur8394014";"tt1259528";7.0;7.0
"ur2295634";"tt1259528";7.0;7.0
"ur8465519";"tt1259528";7.0;7.0
"ur4031677";"tt6857112";7.4;7.0
"ur7785769";"tt6857112";7.4;7.0
"ur3751439";"tt6857112";7.4;7.0
"ur9838626";"tt6857112";7.4;7.0
"ur2633704";"tt6857112";7.4;7.0
"ur1007667";"tt6857112";7.4;7.0
"ur6513001";"tt6857112";7.4;7.0
"ur6464068";"tt6857112";7.4;7.0
"ur1826877";"tt6857112";7.4;7.0
"ur3063732";"tt6857112";7.4;7.0
"ur6306127";"tt6857112";7.4;7.0
"ur7626295";"tt6857112";7.4;7.0
"ur1004305";"tt6857112";7.4;7.0
"ur2383002";"tt6857112";7.4;7.0
"ur7392639";"tt6857112";7.4;7.0
"ur5169198";"tt6857112";7.4;7.0
b'ur9213994';b'tt1213641';7.4;8
b'ur9213994';b'tt6823368';6.9;10
b'ur9213994';b'tt7668870';7.7;9
b'ur9213994';b'tt1502407';6.7;8
b'ur9213994';b'tt0437086';7.6;9
b'ur9213994';b'tt4701182';6.9;2
b'ur9213994';"tt6857112";7.4;7.0
"ur5578355";"tt6857112";7.4;7.0
"ur1007580";"tt6857112";7.4;7.0
"ur7912397";"tt6857112";7.4;7.0
"ur1099431";"tt6857112";7.4;7.0
"ur1007451";"tt6857112";7.4;7.0
"ur6558478";"tt6857112";7.4;7.0
"ur6451648";"tt6857112";7.4;7.0
b'ur6917235';b'tt7784604';7.3;10
b'ur6917235';"tt6857112";7.4;7.0
"ur2545344";"tt6343314";7.3;5.0
"ur2724281";"tt6343314";7.3;5.0
b'ur2488434';b'tt6823368';6.9;10
b'ur2488434';"tt6343314";7.3;5.0
"ur6307072";"tt6343314";7.3;5.0
"ur8593232";"tt6343314";7.3;5.0
"ur8313406";"tt6343314";7.3;5.0
"ur8241958";"tt6343314";7.3;5.0
"ur2031960";"tt6343314";7.3;5.0
"ur5251750";"tt6343314";7.3;5.0
"ur1694915";"tt6343314";7.3;5.0
"ur9625796";"tt6343314";7.3;5.0
"ur6740429";"tt6343314";7.3;5.0
"ur9589916";"tt6343314";7.3;5.0
"ur4468399";"tt6343314";7.3;5.0
"ur5801479";"tt6343314";7.3;5.0
"ur5833532";"tt6343314";7.3;5.0
"ur9641365";"tt6343314";7.3;5.0
"ur5957019";"tt6343314";7.3;5.0
"ur5778024";"tt6343314";7.3;5.0
"ur1729782";"tt6343314";7.3;5.0
"ur9599365";"tt6343314";7.3;5.0
"ur6390870";"tt6343314";7.3;5.0
"ur5899297";"tt6343314";7.3;5.0
"ur7888718";"tt6343314";7.3;5.0
b'ur8639213';"tt6343314";7.3;5.0
"ur1840804";"tt6266538";7.2;9.0
"ur7449758";"tt6266538";7.2;9.0
"ur1196243";"tt6266538";7.2;9.0
"ur9562613";"tt6266538";7.2;9.0
"ur1325844";"tt6266538";7.2;9.0
b'ur6385739';b'tt5463162';7.8;9
b'ur6385739';b'tt3778644';7;7
b'ur6385739';b'tt2854926';6.6;8
b'ur6385739';b'tt5758778';5.8;7
b'ur6385739';"tt6266538";7.2;9.0
"ur8507529";"tt6266538";7.2;9.0
"ur6567424";"tt6266538";7.2;9.0
"ur2619152";"tt6266538";7.2;9.0
"ur3416425";"tt6266538";7.2;9.0
"ur8299557";"tt6266538";7.2;9.0
b'ur4830809';b'tt3766354';6.7;9
b'ur4830809';b'tt2854926';6.6;8
b'ur4830809';"tt6266538";7.2;9.0
b'ur6397081';b'tt1727824';8.1;10
b'ur6397081';"tt6266538";7.2;9.0
b'ur8981061';"tt6266538";7.2;9.0
"ur2322899";"tt6266538";7.2;9.0
"ur2683982";"tt6266538";7.2;9.0
"ur6896892";"tt6266538";7.2;9.0
b'ur1975219';b'tt2798920';6.9;8
b'ur1975219';b'tt4633694';8.5;10
b'ur1975219';"tt6266538";7.2;9.0
"ur8131267";"tt6266538";7.2;9.0
"ur8160592";"tt6266538";7.2;9.0
"ur9876751";"tt6266538";7.2;9.0
"ur9352172";"tt6266538";7.2;9.0
"ur6543946";"tt6266538";7.2;9.0
"ur7840385";"tt6266538";7.2;9.0
"ur6930429";"tt6266538";7.2;9.0
"ur8694938";"tt1571234";6.2;6.0
b'ur4920856';b'tt1677720';7.5;9
b'ur4920856';b'tt1517451';7.8;10
b'ur4920856';b'tt4123430';6.7;4
b'ur4920856';b'tt7668870';7.7;9
b'ur4920856';b'tt1590193';6.3;6
b'ur4920856';"tt1571234";6.2;6.0
"ur9516950";"tt1571234";6.2;6.0
"ur5699328";"tt1571234";6.2;6.0
b'ur9213994';b'tt1213641';7.4;8
b'ur9213994';b'tt6823368';6.9;10
b'ur9213994';b'tt7668870';7.7;9
b'ur9213994';b'tt1502407';6.7;8
b'ur9213994';b'tt0437086';7.6;9
b'ur9213994';b'tt4701182';6.9;2
b'ur9213994';b'tt6857112';7.4;7
b'ur9213994';"tt1571234";6.2;6.0
b'ur6758933';b'tt1727824';8.1;10
b'ur6758933';"tt1571234";6.2;6.0
"ur8213897";"tt1571234";6.2;6.0
b'ur8462477';b'tt2704998';7;8
b'ur8462477';b'tt5164214';6.2;1
b'ur8462477';b'tt2854926';6.6;8
b'ur8462477';b'tt1259528';7;7
b'ur8462477';"tt1571234";6.2;6.0
"ur8077550";"tt1571234";6.2;6.0
"ur6752753";"tt1571234";6.2;6.0
"ur3575809";"tt1571234";6.2;6.0
"ur7510576";"tt1571234";6.2;6.0
b'ur3100637';"tt1571234";6.2;6.0
"ur7212185";"tt1571234";6.2;6.0
